,Endo_id,name,cytomer,sec_hormones,receptors,large_struct,substruct
50,ENC00393,synovial cell phagocytic,cy0011377,['ENH00574'],[],"['ENC00020', 'ENC00552', 'ENC00602', 'ENC00579', 'ENC00053', 'ENC00097', 'ENC00221', 'ENC00074', 'ENC00171', 'ENC00125', 'ENC00307', 'ENC00055', 'ENC00246', 'ENC00578', 'ENC00102', 'ENC00274', 'ENC00391', 'ENC00262', 'ENC00323', 'ENC00018', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00312', 'ENC00414', 'ENC00088', 'ENC00315', 'ENC00076', 'ENC00447', 'ENC00214', 'ENC00306', 'ENC00022', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00357', 'ENC00382', 'ENC00599', 'ENC00128', 'ENC00198', 'ENC00207', 'ENC00127', 'ENC00140', 'ENC00027', 'ENC00145', 'ENC00365', 'ENC00144', 'ENC00418', 'ENC00416', 'ENC00115', 'ENC00009', 'ENC00563']",[]
51,ENC00420,helper T cell Th2,cy0014558,"['ENH00252', 'ENH00327', 'ENH00237', 'ENH00327', 'ENH00253']",['ENR01074'],"['ENC00302', 'ENC00601', 'ENC00144', 'ENC00055', 'ENC00418', 'ENC00014']",[]
52,ENC00440,pancreatic duct cell,cy0011238,['ENH01093'],[],"['ENC00447', 'ENC00601', 'ENC00365', 'ENC00102']",[]
53,ENC00445,anterior periventricular nucleus,cy0006449,['ENH00686'],[],"['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
54,ENC00449,mesangium,cy0000603,['ENH00650'],['ENR00655'],"['ENC00261', 'ENC00601']",['ENC00457']
55,ENC00451,epithelial cell of oviduct,cy0052357,"['ENH00362', 'ENH00067', 'ENH01093']",[],"['ENC00528', 'ENC00601']",[]
56,ENC00455,Paneths granular cells,cy0000870,"['ENH00721', 'ENH00722']",[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
57,ENC00471,syncytiotrophoblast,cy0008049,['ENH00790'],[],"['ENC00112', 'ENC00601', 'ENC00584']",['ENC00137']
58,ENC00475,neuroretina,cy0052362,['ENH00519'],[],"['ENC00323', 'ENC00164']",[]
59,ENC00476,neuromuscular junction,cy0052363,['ENH00524'],[],[],[]
60,ENC00477,floor plate of neural tube,cy0027407,"['ENH00841', 'ENH00843']",[],['ENC00302'],[]
61,ENC00478,fat cell of white fat,cy0011234,['ENH00096'],[],"['ENC00004', 'ENC00020', 'ENC00579', 'ENC00022', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00323', 'ENC00140', 'ENC00027', 'ENC00018', 'ENC00125', 'ENC00302', 'ENC00601', 'ENC00055', 'ENC00076']",[]
62,ENC00480,basal layer of epidermis,cy0031716,['ENH00868'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
63,ENC00481,stratum spinosum,cy0000424,['ENH00869'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
64,ENC00482,respiratory organ,cy0049593,"['ENH00868', 'ENH00869', 'ENH00287']",[],[],"['ENC00234', 'ENC00460', 'ENC00287', 'ENC00427', 'ENC00544', 'ENC00217', 'ENC00218', 'ENC00313', 'ENC00074', 'ENC00294', 'ENC00023', 'ENC00093', 'ENC00247', 'ENC00276', 'ENC00473', 'ENC00216', 'ENC00283', 'ENC00391', 'ENC00450', 'ENC00379', 'ENC00597', 'ENC00289', 'ENC00082', 'ENC00152', 'ENC00600', 'ENC00290', 'ENC00288', 'ENC00248', 'ENC00219', 'ENC00420', 'ENC00493', 'ENC00364', 'ENC00251', 'ENC00459', 'ENC00315', 'ENC00325']"
65,ENC00484,astroglia,cy0015385,"['ENH00073', 'ENH00875', 'ENH00878']",[],"['ENC00020', 'ENC00027']","['ENC00284', 'ENC00549']"
66,ENC00485,isolated goblet cell of respiratory and digestive tracts,cy0011184,['ENH00208'],[],"['ENC00234', 'ENC00601', 'ENC00365', 'ENC00218', 'ENC00326', 'ENC00074', 'ENC00315']",[]
67,ENC00488,mesencephalon,cy0046381,['ENH00878'],[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00553', 'ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00271', 'ENC00555', 'ENC00134', 'ENC00585', 'ENC00154', 'ENC00549']"
68,ENC00489,decidua,cy0021864,"['ENH00905', 'ENH00287', 'ENH00152']",[],"['ENC00112', 'ENC00601']",[]
69,ENC00491,duodenal glands,cy0023919,['ENH00067'],[],"['ENC00447', 'ENC00035', 'ENC00601', 'ENC00127', 'ENC00365']",[]
70,ENC00493,mast cell,cy0011312,['ENH00073'],[],"['ENC00447', 'ENC00234', 'ENC00020', 'ENC00579', 'ENC00306', 'ENC00022', 'ENC00218', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00245', 'ENC00097', 'ENC00074', 'ENC00221', 'ENC00171', 'ENC00125', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00132', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00315', 'ENC00076']",[]
71,ENC00498,mast cell,cy0011312,['ENH00073'],[],"['ENC00447', 'ENC00234', 'ENC00020', 'ENC00579', 'ENC00306', 'ENC00022', 'ENC00218', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00245', 'ENC00097', 'ENC00074', 'ENC00221', 'ENC00171', 'ENC00125', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00132', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00315', 'ENC00076']",[]
72,ENC00499,connective tissue of prostate gland,cy0020500,['ENH00073'],[],"['ENC00447', 'ENC00601', 'ENC00115']",['ENC00152']
