,Endo_id,name,cytomer,sec_hormones,receptors,large_struct,substruct
125,ENC00127,small intestine,cy0048843,"['ENH00208', 'ENH00291', 'ENH00322', 'ENH00331', 'ENH00333', 'ENH00350', 'ENH00366', 'ENH00394', 'ENH00399', 'ENH00400', 'ENH00500', 'ENH00504', 'ENH00521', 'ENH00541', 'ENH00543', 'ENH00542', 'ENH00550', 'ENH00552', 'ENH00561', 'ENH00573', 'ENH00574', 'ENH00578', 'ENH00580', 'ENH00581', 'ENH00186', 'ENH00660', 'ENH00665', 'ENH00663', 'ENH00708', 'ENH00713', 'ENH00868', 'ENH00584', 'ENH01092', 'ENH01094', 'ENH00227', 'ENH00897', 'ENH00175']","['ENR00228', 'ENR00986', 'ENR00118', 'ENR00998', 'ENR00730', 'ENR00731', 'ENR00591', 'ENR01020', 'ENR00766', 'ENR01041', 'ENR01051', 'ENR01063', 'ENR01069', 'ENR01077', 'ENR00839', 'ENR01081', 'ENR01082', 'ENR00584', 'ENR00985', 'ENR00756', 'ENR01326', 'ENR01321', 'ENR01324', 'ENR01265', 'ENR00759', 'ENR01327', 'ENR00122']","['ENC00601', 'ENC00365']","['ENC00450', 'ENC00035', 'ENC00597', 'ENC00405', 'ENC00294', 'ENC00152', 'ENC00288', 'ENC00417', 'ENC00420', 'ENC00309', 'ENC00493', 'ENC00473', 'ENC00216', 'ENC00255', 'ENC00283']"
126,ENC00128,smooth muscle,cy0041805,"['ENH00206', 'ENH00324', 'ENH00395', 'ENH00476', 'ENH00476', 'ENH00067', 'ENH00072', 'ENH00287', 'ENH01066']","['ENR00767', 'ENR00118', 'ENR00905', 'ENR01008', 'ENR01052', 'ENR01038', 'ENR00781', 'ENR01238', 'ENR00669']",['ENC00171'],['ENC00152']
127,ENC00129,spermatocyte,cy0011366,"['ENH00157', 'ENH01094']",[],"['ENC00601', 'ENC00579', 'ENC00140']",[]
128,ENC00130,spleen,cy0049557,"['ENH00283', 'ENH00291', 'ENH00320', 'ENH00322', 'ENH00331', 'ENH00333', 'ENH00335', 'ENH00350', 'ENH00366', 'ENH00384', 'ENH00390', 'ENH00398', 'ENH00407', 'ENH00408', 'ENH00456', 'ENH00476', 'ENH00505', 'ENH00163', 'ENH00552', 'ENH00556', 'ENH00568', 'ENH00573', 'ENH00577', 'ENH00580', 'ENH00581', 'ENH00637', 'ENH00663', 'ENH00669', 'ENH00681', 'ENH00915', 'ENH00930', 'ENH01146', 'ENH01089', 'ENH00551', 'ENH00227']","['ENR00987', 'ENR00118', 'ENR00998', 'ENR00776', 'ENR00841', 'ENR00843', 'ENR00591', 'ENR00590', 'ENR00592', 'ENR00651', 'ENR00693', 'ENR01032', 'ENR01036', 'ENR01039', 'ENR01041', 'ENR01051', 'ENR01052', 'ENR00274', 'ENR01063', 'ENR01066', 'ENR00747', 'ENR00619', 'ENR00839', 'ENR01082', 'ENR00676', 'ENR00277', 'ENR01202', 'ENR01203', 'ENR00584', 'ENR00701', 'ENR01282', 'ENR00263', 'ENR00756', 'ENR00758', 'ENR01319', 'ENR01320', 'ENR01323', 'ENR01326', 'ENR01321', 'ENR01324', 'ENR00755', 'ENR00759', 'ENR00757', 'ENR01327', 'ENR00691', 'ENR00662', 'ENR00710']","['ENC00302', 'ENC00601', 'ENC00055']","['ENC00233', 'ENC00597', 'ENC00427', 'ENC00287', 'ENC00013', 'ENC00289', 'ENC00152', 'ENC00600', 'ENC00290', 'ENC00288', 'ENC00248', 'ENC00420', 'ENC00276', 'ENC00342', 'ENC00493', 'ENC00216', 'ENC00283']"
129,ENC00132,stomach,cy0047748,"['ENH00127', 'ENH00208', 'ENH00290', 'ENH00292', 'ENH00350', 'ENH00361', 'ENH00390', 'ENH00400', 'ENH00660', 'ENH00665', 'ENH00601', 'ENH00602', 'ENH00922', 'ENH00584', 'ENH00227', 'ENH00150']","['ENR00228', 'ENR00737', 'ENR00738', 'ENR00739', 'ENR00920', 'ENR00921', 'ENR00591', 'ENR01020', 'ENR01030', 'ENR00957', 'ENR01069', 'ENR00941', 'ENR00965', 'ENR00923', 'ENR00263', 'ENR00756', 'ENR01326', 'ENR00758', 'ENR00759', 'ENR00796', 'ENR00780']","['ENC00601', 'ENC00365']","['ENC00152', 'ENC00597', 'ENC00465', 'ENC00276', 'ENC00493', 'ENC00041', 'ENC00469', 'ENC00473', 'ENC00201', 'ENC00216', 'ENC00283']"
130,ENC00134,substantia nigra,cy0006113,"['ENH00599', 'ENH00600']","['ENR00817', 'ENR01032', 'ENR00824', 'ENR01223', 'ENR00941', 'ENR00797', 'ENR00361', 'ENR01060']","['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00553', 'ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00555', 'ENC00549']"
131,ENC00137,cell of syncytiotrophoblast,cy0011396,[],['ENR01007'],"['ENC00112', 'ENC00302', 'ENC00601', 'ENC00207', 'ENC00584']",[]
132,ENC00140,testis,cy0049986,"['ENH00031', 'ENH00249', 'ENH00321', 'ENH00322', 'ENH00361', 'ENH00387', 'ENH00394', 'ENH00405', 'ENH00139', 'ENH00157', 'ENH00456', 'ENH00504', 'ENH00510', 'ENH00541', 'ENH00561', 'ENH00563', 'ENH00570', 'ENH00574', 'ENH00578', 'ENH00580', 'ENH00591', 'ENH00599', 'ENH00600', 'ENH00529', 'ENH00665', 'ENH00666', 'ENH00694', 'ENH00723', 'ENH00724', 'ENH00713', 'ENH00868', 'ENH00903', 'ENH00979', 'ENH00007', 'ENH00065', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH01094', 'ENH01093', 'ENH00227', 'ENH00098']","['ENR00941', 'ENR00764', 'ENR00762', 'ENR00986', 'ENR00761', 'ENR00263', 'ENR00118', 'ENR00844', 'ENR00760', 'ENR01031', 'ENR00430', 'ENR01041', 'ENR01065', 'ENR01066', 'ENR00152', 'ENR01248', 'ENR01247', 'ENR00756', 'ENR00758', 'ENR01265', 'ENR01321', 'ENR01324', 'ENR01322', 'ENR00757', 'ENR01187', 'ENR00851', 'ENR01334']","['ENC00601', 'ENC00579']","['ENC00597', 'ENC00067', 'ENC00493', 'ENC00473', 'ENC00216', 'ENC00283']"
133,ENC00143,theca cell,cy0011381,"['ENH00057', 'ENH00007', 'ENH00003', 'ENH00231', 'ENH00097', 'ENH00367', 'ENH00368', 'ENH00369']","['ENR00789', 'ENR00663', 'ENR00979', 'ENR00808', 'ENR00263']","['ENC00601', 'ENC00579', 'ENC00043', 'ENC00097']",[]
134,ENC00144,thymus,cy0047534,"['ENH00208', 'ENH00185', 'ENH00752', 'ENH00322', 'ENH00331', 'ENH00333', 'ENH00335', 'ENH00350', 'ENH00394', 'ENH00399', 'ENH00400', 'ENH00403', 'ENH00404', 'ENH00405', 'ENH00407', 'ENH00157', 'ENH00476', 'ENH00504', 'ENH00568', 'ENH00529', 'ENH00577', 'ENH00580', 'ENH00581', 'ENH00637', 'ENH00643', 'ENH00665', 'ENH00663', 'ENH00671', 'ENH00227', 'ENH00305', 'ENH00681', 'ENH00713', 'ENH00889', 'ENH00915', 'ENH00930', 'ENH00409', 'ENH00098', 'ENH00119']","['ENR00998', 'ENR00731', 'ENR00592', 'ENR01039', 'ENR01041', 'ENR01063', 'ENR01066', 'ENR00747', 'ENR00619', 'ENR00839', 'ENR01082', 'ENR00676', 'ENR00689', 'ENR01209', 'ENR00584', 'ENR00701', 'ENR00114', 'ENR01282', 'ENR00263', 'ENR00758', 'ENR01319', 'ENR01323', 'ENR00756', 'ENR01321', 'ENR00755', 'ENR00759', 'ENR00757', 'ENR01327', 'ENR00746', 'ENR00744', 'ENR00691', 'ENR00710']","['ENC00601', 'ENC00055']","['ENC00290', 'ENC00288', 'ENC00293', 'ENC00420', 'ENC00287', 'ENC00276', 'ENC00289', 'ENC00473', 'ENC00216', 'ENC00283']"
135,ENC00145,thyroid gland,cy0052174,"['ENH00123', 'ENH00056', 'ENH00253', 'ENH00408', 'ENH00103', 'ENH00591', 'ENH00638', 'ENH00617', 'ENH00145', 'ENH00979']","['ENR00936', 'ENR00228', 'ENR01188', 'ENR00970', 'ENR00986', 'ENR00659', 'ENR01029', 'ENR00430', 'ENR00489', 'ENR01066', 'ENR01069', 'ENR01248', 'ENR01247', 'ENR00759', 'ENR01187', 'ENR00934']",[],"['ENC00253', 'ENC00597', 'ENC00493', 'ENC00473', 'ENC00216', 'ENC00283']"
136,ENC00150,vascularendothelial cell,cy0052346,"['ENH00276', 'ENH00287', 'ENH00324', 'ENH00453', 'ENH00073', 'ENH00928', 'ENH00938', 'ENH00934', 'ENH00977', 'ENH00978']","['ENR00667', 'ENR00905', 'ENR01205', 'ENR01041', 'ENR01038', 'ENR00669', 'ENR01061', 'ENR01069', 'ENR01195', 'ENR01193', 'ENR01265', 'ENR00756', 'ENR00758', 'ENR00755', 'ENR00757', 'ENR00796', 'ENR00118', 'ENR00644']",[],[]
137,ENC00152,smooth muscle cell,cy0011297,"['ENH00231', 'ENH00273', 'ENH00435', 'ENH00073', 'ENH00980', 'ENH00165']","['ENR00118', 'ENR01038', 'ENR01211', 'ENR01318', 'ENR00263', 'ENR00755', 'ENR00756', 'ENR00757', 'ENR00759', 'ENR01325', 'ENR00795', 'ENR01149', 'ENR00758', 'ENR01108', 'ENR01109']","['ENC00447', 'ENC00234', 'ENC00020', 'ENC00602', 'ENC00035', 'ENC00022', 'ENC00130', 'ENC00023', 'ENC00074', 'ENC00221', 'ENC00128', 'ENC00198', 'ENC00171', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00102', 'ENC00391', 'ENC00132', 'ENC00303', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00415', 'ENC00255', 'ENC00088', 'ENC00315', 'ENC00184', 'ENC00076']",[]
138,ENC00154,tegmentum of mesencephalon,cy0006118,['ENH01136'],['ENR00817'],"['ENC00020', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00271', 'ENC00585', 'ENC00549']"
139,ENC00157,cell of adrenal gland zona reticularis,cy0011217,"['ENH00057', 'ENH00065', 'ENH00007']","['ENR00761', 'ENR00864', 'ENR00941', 'ENR00965', 'ENR00959', 'ENR00817', 'ENR00929']","['ENC00007', 'ENC00009']",[]
140,ENC00161,nucleus accumbens,cy0009066,"['ENH00473', 'ENH00939', 'ENH00063', 'ENH01136']","['ENR00769', 'ENR00923', 'ENR00898', 'ENR00361', 'ENR00818', 'ENR01012']","['ENC00020', 'ENC00182', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
141,ENC00162,cerebrospinal fluid,cy0018777,"['ENH00122', 'ENH00355', 'ENH00356', 'ENH00475', 'ENH00068']",[],[],"['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
142,ENC00163,isocortex,cy0036227,"['ENH00267', 'ENH00578', 'ENH00445']","['ENR00941', 'ENR00834', 'ENR00795', 'ENR00922', 'ENR01060']","['ENC00487', 'ENC00020', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
143,ENC00164,retina,cy0007631,"['ENH00506', 'ENH00597', 'ENH00522', 'ENH00528', 'ENH00596', 'ENH00591', 'ENH00287', 'ENH00978', 'ENH00977', 'ENH00231', 'ENH00813']","['ENR00817', 'ENR00659', 'ENR00118', 'ENR00816', 'ENR00922', 'ENR01070', 'ENR01225', 'ENR01047', 'ENR00263']",['ENC00323'],"['ENC00381', 'ENC00468']"
144,ENC00166,corpus luteum,cy0020813,"['ENH00049', 'ENH00097', 'ENH00098']","['ENR00085', 'ENR00263', 'ENR00905', 'ENR00808']","['ENC00601', 'ENC00579', 'ENC00097']",[]
145,ENC00167,theca lutein cell,cy0011389,[],"['ENR00905', 'ENR00808']","['ENC00601', 'ENC00579', 'ENC00097']",[]
146,ENC00168,cell of adrenal gland zona glomerulosa,cy0011218,"['ENH00005', 'ENH00049']","['ENR00788', 'ENR00789', 'ENR00761', 'ENR00864', 'ENR00781', 'ENR00808', 'ENR00780', 'ENR00817', 'ENR00929', 'ENR00361', 'ENR00784', 'ENR00742', 'ENR00741', 'ENR01054']","['ENC00007', 'ENC00009']",[]
147,ENC00169,cell of adrenal gland zona fasciculata,cy0011219,"['ENH00019', 'ENH00018', 'ENH00020']","['ENR00761', 'ENR00864', 'ENR00941', 'ENR00965', 'ENR00817', 'ENR00929', 'ENR00361']","['ENC00007', 'ENC00009']",[]
148,ENC00170,chromaffin cell,cy0044716,"['ENH00022', 'ENH00921', 'ENH00043', 'ENH00226', 'ENH00118']","['ENR00741', 'ENR00742', 'ENR00747']",[],[]
149,ENC00171,muscle,cy0051630,"['ENH00252', 'ENH00506', 'ENH00559', 'ENH00579']","['ENR00884', 'ENR00435', 'ENR01030', 'ENR00756', 'ENR01187']",[],"['ENC00122', 'ENC00152', 'ENC00303', 'ENC00060', 'ENC00259', 'ENC00086', 'ENC00216', 'ENC00023', 'ENC00283', 'ENC00128']"
150,ENC00174,beta cell of islet of Langerhans,cy0011208,"['ENH00199', 'ENH00140', 'ENH01095', 'ENH00084', 'ENH00096', 'ENH01125']","['ENR01339', 'ENR00978', 'ENR00579', 'ENR00804', 'ENR00806', 'ENR00737', 'ENR00956', 'ENR00738', 'ENR00739', 'ENR00920', 'ENR00921', 'ENR00645', 'ENR01150', 'ENR00935', 'ENR01188', 'ENR00730', 'ENR00807', 'ENR01315', 'ENR00664', 'ENR00901']","['ENC00601', 'ENC00365', 'ENC00102', 'ENC00062']",[]
151,ENC00176,basophil corticotroph cell of anterior pituitary,cy0011197,"['ENH00118', 'ENH00041', 'ENH00154', 'ENH00155', 'ENH00066', 'ENH00097', 'ENH00645']","['ENR00744', 'ENR00935', 'ENR00992', 'ENR00681']","['ENC00020', 'ENC00053', 'ENC00322', 'ENC00027']",[]
152,ENC00177,basophil thyrotroph cell of anterior pituitary,cy0011198,"['ENH00121', 'ENH00181', 'ENH00164', 'ENH00122', 'ENH00496']","['ENR00970', 'ENR00738', 'ENR00739', 'ENR00079', 'ENR00681', 'ENR00058', 'ENR00958']","['ENC00020', 'ENC00053', 'ENC00322', 'ENC00027']",[]
153,ENC00178,cell of intermediate pituitary,cy0011199,"['ENH00041', 'ENH00118']","['ENR00079', 'ENR00941', 'ENR00263', 'ENR00817']","['ENC00020', 'ENC00053', 'ENC00322', 'ENC00027']",[]
154,ENC00179,D cell,cy0044733,"['ENH00076', 'ENH00064', 'ENH00124']","['ENR00739', 'ENR00737', 'ENR00738', 'ENR00920', 'ENR00780']","['ENC00601', 'ENC00365', 'ENC00102', 'ENC00062']",[]
155,ENC00180,alpha cell of islet of Langerhans,cy0011209,"['ENH00127', 'ENH00104', 'ENH00064', 'ENH00126', 'ENH00128', 'ENH00063', 'ENH00465']","['ENR00738', 'ENR00737', 'ENR00739', 'ENR00920', 'ENR00935', 'ENR00579', 'ENR00781']","['ENC00601', 'ENC00365', 'ENC00102', 'ENC00062']",[]
156,ENC00181,cerebellar cortex,cy0018555,"['ENH00575', 'ENH00576', 'ENH00582', 'ENH00886', 'ENH00141', 'ENH00068']","['ENR00941', 'ENR00799', 'ENR00800', 'ENR00801', 'ENR00802', 'ENR00803', 'ENR00804', 'ENR01032', 'ENR01190', 'ENR00068', 'ENR00751']","['ENC00020', 'ENC00302', 'ENC00262', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00266', 'ENC00265', 'ENC00360', 'ENC00267', 'ENC00268', 'ENC00549']"
157,ENC00182,amygdaloid body,cy0014736,"['ENH00228', 'ENH00939', 'ENH00246']","['ENR00767', 'ENR00941', 'ENR00361', 'ENR00824', 'ENR01058', 'ENR01012', 'ENR01265', 'ENR00957', 'ENR00822', 'ENR00929', 'ENR01060', 'ENR01055']","['ENC00020', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00583', 'ENC00423', 'ENC00472', 'ENC00574', 'ENC00161', 'ENC00549']"
158,ENC00183,brain stem,cy0016706,"['ENH00164', 'ENH00166', 'ENH00243', 'ENH00072', 'ENH01083', 'ENH00474', 'ENH00528']",['ENR00941'],"['ENC00020', 'ENC00027']","['ENC00553', 'ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00271', 'ENC00555', 'ENC00134', 'ENC00585', 'ENC00408', 'ENC00154', 'ENC00549']"
159,ENC00184,colon,cy0019927,"['ENH00208', 'ENH00279', 'ENH00280', 'ENH00291', 'ENH00321', 'ENH00333', 'ENH00350', 'ENH00366', 'ENH00387', 'ENH00394', 'ENH00399', 'ENH00400', 'ENH00408', 'ENH00496', 'ENH00500', 'ENH00504', 'ENH00511', 'ENH00561', 'ENH00250', 'ENH00591', 'ENH00578', 'ENH00579', 'ENH00531', 'ENH00150', 'ENH00186', 'ENH00660', 'ENH00708', 'ENH00067', 'ENH00915', 'ENH01094', 'ENH00539']","['ENR01188', 'ENR00691', 'ENR00118', 'ENR00998', 'ENR00923', 'ENR00732', 'ENR00435', 'ENR01019', 'ENR01020', 'ENR00430', 'ENR00766', 'ENR01041', 'ENR01051', 'ENR01063', 'ENR00957', 'ENR01069', 'ENR00839', 'ENR01081', 'ENR00701', 'ENR01282', 'ENR00263', 'ENR00756', 'ENR01326', 'ENR01321', 'ENR00780', 'ENR00781']","['ENC00122', 'ENC00171', 'ENC00601', 'ENC00365', 'ENC00221']","['ENC00152', 'ENC00288', 'ENC00420']"
160,ENC00189,arcuate nucleus of hypothalamus,cy0006467,"['ENH00078', 'ENH00134', 'ENH00139', 'ENH00156', 'ENH00181', 'ENH00164', 'ENH00021', 'ENH00686', 'ENH01076', 'ENH00096', 'ENH00414', 'ENH00417', 'ENH00604']","['ENR00979', 'ENR00976', 'ENR00767', 'ENR00738', 'ENR00906', 'ENR00905', 'ENR00704', 'ENR00936', 'ENR00263', 'ENR00935', 'ENR00824', 'ENR00763', 'ENR00762', 'ENR00765', 'ENR00768', 'ENR00962', 'ENR00766']","['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
161,ENC00191,lateral hypothalamic area,cy0037506,"['ENH00157', 'ENH00159', 'ENH00158']","['ENR00994', 'ENR00993']","['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
162,ENC00192,ovarian follicle cell,cy0011386,"['ENH00120', 'ENH00073', 'ENH00696']",[],"['ENC00601', 'ENC00579', 'ENC00043', 'ENC00097']",[]
163,ENC00193,S cell,cy0045848,['ENH00163'],[],"['ENC00132', 'ENC00601', 'ENC00365']",[]
164,ENC00194,APUD amine precursor uptake and decarboxylation cell,cy0011207,"['ENH00063', 'ENH01121']",[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
165,ENC00196,APUD-cell,cy0011224,['ENH00161'],[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
166,ENC00198,D cell of gastrointestinal tract,cy0052347,"['ENH00124', 'ENH00919', 'ENH00920']","['ENR00727', 'ENR00781']",[],[]
167,ENC00200,enterochromaffin like cell,cy0052341,"['ENH00768', 'ENH00219', 'ENH00922', 'ENH00939']","['ENR00727', 'ENR00781', 'ENR01188']",[],[]
168,ENC00201,G cell,cy0045847,"['ENH00914', 'ENH00076']","['ENR00727', 'ENR00901', 'ENR00930', 'ENR01188']","['ENC00132', 'ENC00601', 'ENC00365', 'ENC00041', 'ENC00102']",[]
169,ENC00207,blood vessel,cy0040486,"['ENH00454', 'ENH00576', 'ENH00868', 'ENH00067', 'ENH00072', 'ENH00938', 'ENH00287', 'ENH01007', 'ENH00409', 'ENH00062', 'ENH01138']","['ENR00767', 'ENR00959', 'ENR01018', 'ENR00670', 'ENR01070', 'ENR00808']",['ENC00302'],"['ENC00391', 'ENC00137', 'ENC00597', 'ENC00287', 'ENC00544', 'ENC00592', 'ENC00468', 'ENC00519', 'ENC00093', 'ENC00600', 'ENC00152', 'ENC00590', 'ENC00425', 'ENC00493', 'ENC00473', 'ENC00216', 'ENC00591', 'ENC00283', 'ENC00325', 'ENC00419']"
170,ENC00210,hair follicle,cy0049211,"['ENH00530', 'ENH00661', 'ENH00664', 'ENH00019', 'ENH00064', 'ENH00118', 'ENH00156']","['ENR00704', 'ENR00694', 'ENR00906', 'ENR00905', 'ENR00663', 'ENR00760', 'ENR00941', 'ENR00598', 'ENR01084', 'ENR00761', 'ENR01296', 'ENR01265', 'ENR00263', 'ENR00756', 'ENR00758']",[],[]
171,ENC00211,eccrine sweat glands,cy0024124,[],"['ENR00704', 'ENR00905', 'ENR00694', 'ENR00906', 'ENR00663']","['ENC00447', 'ENC00125', 'ENC00435', 'ENC00055']",[]
172,ENC00212,sebaceous glands,cy0000434,['ENH00664'],"['ENR00704', 'ENR00905', 'ENR00694', 'ENR00906', 'ENR00663', 'ENR00941', 'ENR00764']","['ENC00125', 'ENC00055']",[]
173,ENC00213,epidermis,cy0049127,"['ENH00321', 'ENH00469', 'ENH00525']","['ENR00704', 'ENR00905', 'ENR00694', 'ENR00906', 'ENR00663', 'ENR00662', 'ENR00941', 'ENR00263']","['ENC00125', 'ENC00055']",['ENC00082']
174,ENC00214,growth plate,cy0030973,[],"['ENR00663', 'ENR00704', 'ENR00905']","['ENC00601', 'ENC00382']","['ENC00093', 'ENC00216', 'ENC00283', 'ENC00325']"
175,ENC00215,cell of apocrine sweat gland,cy0011173,[],"['ENR00663', 'ENR00905']","['ENC00125', 'ENC00435', 'ENC00055']",[]
176,ENC00216,macrophage,cy0011303,"['ENH00137', 'ENH00206', 'ENH00200', 'ENH00347', 'ENH00273', 'ENH00254', 'ENH00256', 'ENH00282', 'ENH00335', 'ENH00384', 'ENH00406', 'ENH00100', 'ENH00232', 'ENH00395', 'ENH00357', 'ENH00462', 'ENH00566', 'ENH00568', 'ENH00739', 'ENH00633', 'ENH00453', 'ENH00263', 'ENH00165', 'ENH00261', 'ENH00329', 'ENH00697', 'ENH00276', 'ENH00237', 'ENH00189', 'ENH00650', 'ENH00259', 'ENH00073', 'ENH00930', 'ENH00938', 'ENH00963', 'ENH00337', 'ENH01124', 'ENH00417', 'ENH00657', 'ENH00212', 'ENH00402', 'ENH00218', 'ENH00959', 'ENH00960', 'ENH00271']","['ENR00691', 'ENR00991', 'ENR00118', 'ENR00843', 'ENR01004', 'ENR00435', 'ENR01013', 'ENR01077', 'ENR01070', 'ENR00645', 'ENR00717', 'ENR01075', 'ENR00715', 'ENR01111', 'ENR00621', 'ENR01190', 'ENR00047', 'ENR01282', 'ENR01305', 'ENR01311', 'ENR01080', 'ENR00589', 'ENR00590', 'ENR00591', 'ENR00592', 'ENR00703', 'ENR00841', 'ENR00842', 'ENR00844', 'ENR00931', 'ENR00274', 'ENR00263', 'ENR00755', 'ENR00759', 'ENR01323', 'ENR01325', 'ENR01327', 'ENR00662', 'ENR00704', 'ENR00085', 'ENR00664', 'ENR00984', 'ENR00659', 'ENR00982', 'ENR00983', 'ENR00058', 'ENR00695', 'ENR00696', 'ENR01090']","['ENC00020', 'ENC00552', 'ENC00602', 'ENC00579', 'ENC00218', 'ENC00053', 'ENC00097', 'ENC00221', 'ENC00074', 'ENC00308', 'ENC00171', 'ENC00125', 'ENC00307', 'ENC00055', 'ENC00246', 'ENC00578', 'ENC00102', 'ENC00274', 'ENC00391', 'ENC00132', 'ENC00262', 'ENC00323', 'ENC00018', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00312', 'ENC00414', 'ENC00088', 'ENC00255', 'ENC00315', 'ENC00076', 'ENC00447', 'ENC00234', 'ENC00214', 'ENC00306', 'ENC00022', 'ENC00326', 'ENC00322', 'ENC00130', 'ENC00245', 'ENC00357', 'ENC00382', 'ENC00599', 'ENC00128', 'ENC00198', 'ENC00207', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00145', 'ENC00365', 'ENC00144', 'ENC00418', 'ENC00416', 'ENC00009', 'ENC00115', 'ENC00563']",[]
177,ENC00217,neutrophil granulocyte,cy0011309,"['ENH00718', 'ENH00717', 'ENH00716', 'ENH00577', 'ENH00208', 'ENH00277', 'ENH00282', 'ENH00650', 'ENH00235', 'ENH00218', 'ENH00200', 'ENH00382', 'ENH00711', 'ENH00712', 'ENH00933', 'ENH00937', 'ENH00938', 'ENH00963', 'ENH01000', 'ENH01128']","['ENR01161', 'ENR00691', 'ENR00991', 'ENR00748', 'ENR00749', 'ENR00998', 'ENR00681', 'ENR00653', 'ENR01154', 'ENR01155', 'ENR01156', 'ENR01157', 'ENR00619', 'ENR00655', 'ENR00841', 'ENR00843', 'ENR00590', 'ENR00930', 'ENR00717', 'ENR00679', 'ENR00688', 'ENR01153', 'ENR01158', 'ENR01190', 'ENR01203', 'ENR01209', 'ENR01216', 'ENR01218', 'ENR00851', 'ENR00061', 'ENR00690', 'ENR01346']","['ENC00234', 'ENC00302', 'ENC00601', 'ENC00055', 'ENC00014', 'ENC00018', 'ENC00074']",[]
178,ENC00218,nasal mucosa,cy0000474,[],"['ENR00691', 'ENR00991']",[],"['ENC00450', 'ENC00597', 'ENC00219', 'ENC00217', 'ENC00276', 'ENC00493', 'ENC00251', 'ENC00216', 'ENC00283']"
179,ENC00219,eosinophil granulocyte,cy0049461,"['ENH00277', 'ENH00326', 'ENH00408', 'ENH00395', 'ENH00650']","['ENR00691', 'ENR00991', 'ENR01113', 'ENR00725', 'ENR00749', 'ENR00998', 'ENR00882', 'ENR01009', 'ENR00611', 'ENR00688', 'ENR01203', 'ENR01218', 'ENR00755', 'ENR00759', 'ENR00757']","['ENC00302', 'ENC00218', 'ENC00055', 'ENC00014', 'ENC00018']",[]
180,ENC00220,periventricular nucleus of hypothalamus,cy0006468,"['ENH00122', 'ENH00157', 'ENH00613']",['ENR00994'],"['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
181,ENC00221,large intestine,cy0048826,"['ENH00199', 'ENH00496', 'ENH00500', 'ENH00511', 'ENH00521', 'ENH00550', 'ENH00556', 'ENH00186']","['ENR00118', 'ENR01188', 'ENR00731', 'ENR00430', 'ENR01077', 'ENR00122']","['ENC00122', 'ENC00171', 'ENC00601', 'ENC00365', 'ENC00221']","['ENC00460', 'ENC00233', 'ENC00450', 'ENC00597', 'ENC00287', 'ENC00427', 'ENC00289', 'ENC00308', 'ENC00294', 'ENC00228', 'ENC00247', 'ENC00152', 'ENC00288', 'ENC00290', 'ENC00420', 'ENC00276', 'ENC00493', 'ENC00416', 'ENC00415', 'ENC00473', 'ENC00216', 'ENC00184', 'ENC00283']"
182,ENC00222,keratinocyte,cy0045842,"['ENH00203', 'ENH00347', 'ENH00212', 'ENH00058', 'ENH00222', 'ENH00329', 'ENH00712', 'ENH00331', 'ENH00273', 'ENH00384', 'ENH00459', 'ENH00469', 'ENH00869', 'ENH00576', 'ENH00661', 'ENH00664', 'ENH00669', 'ENH00709', 'ENH00727', 'ENH00741', 'ENH00900', 'ENH00067', 'ENH00073', 'ENH00939', 'ENH01085']","['ENR00760', 'ENR01017', 'ENR01022', 'ENR01030', 'ENR01168', 'ENR01149', 'ENR00598', 'ENR01188', 'ENR00621', 'ENR01190', 'ENR01191', 'ENR01238', 'ENR00755', 'ENR00757', 'ENR00759', 'ENR01319', 'ENR01320', 'ENR01325', 'ENR00664']",[],[]
